Part_Name,Material_Composition,Age,Condition,Location,Manufacturer,Aircraft_Model
Landing Gear,Composite,33,New,Australia,Airbus,G650
Landing Gear,Composite,45,Used,South America,Boeing,CRJ900
Avionics,Steel,44,Used,Australia,Airbus,E175
Wing,Aluminum,8,Used,Asia,Gulfstream,Citation X
Avionics,Steel,15,Used,Europe,Embraer,A320
Engine,Titanium,5,New,Australia,Cessna,E175
Engine,Titanium,10,Used,Australia,Embraer,G650
Landing Gear,Steel,24,Used,Africa,Gulfstream,G650
Fuselage,Composite,36,Used,North America,Boeing,737
Fuselage,Steel,12,New,Australia,Boeing,CRJ900
Fuselage,Aluminum,47,New,Australia,Gulfstream,CRJ900
Avionics,Aluminum,45,Used,North America,Bombardier,737
Avionics,Steel,5,Used,Australia,Bombardier,A320
Fuselage,Aluminum,39,New,Asia,Cessna,737
Landing Gear,Steel,5,New,Australia,Embraer,G650
Engine,Aluminum,44,New,Europe,Gulfstream,A320
Wing,Composite,48,Used,Asia,Airbus,Citation X
Avionics,Composite,48,New,Asia,Boeing,CRJ900
Engine,Composite,4,Used,Australia,Cessna,E175
Wing,Aluminum,21,Used,Africa,Boeing,737
Avionics,Steel,44,Used,Africa,Cessna,E175
Wing,Aluminum,34,New,Asia,Bombardier,G650
Engine,Composite,21,New,Australia,Bombardier,A320
Wing,Aluminum,27,New,Africa,Boeing,CRJ900
Landing Gear,Steel,5,Used,Europe,Gulfstream,A320
Fuselage,Titanium,8,New,Australia,Boeing,G650
Wing,Composite,4,New,North America,Cessna,737
Wing,Steel,3,Used,Europe,Embraer,Citation X
Wing,Composite,48,New,Europe,Boeing,Citation X
Landing Gear,Steel,19,Used,South America,Embraer,E175
Wing,Titanium,16,Used,South America,Cessna,A320
Fuselage,Composite,37,New,North America,Airbus,E175
Engine,Composite,5,New,Europe,Airbus,G650
Wing,Steel,43,New,North America,Cessna,E175
Fuselage,Composite,20,New,Africa,Boeing,G650
Avionics,Steel,38,New,Australia,Boeing,E175
Wing,Titanium,39,New,Australia,Cessna,A320
Avionics,Steel,48,Used,Asia,Gulfstream,A320
Wing,Titanium,32,New,Africa,Bombardier,A320
Engine,Aluminum,32,New,North America,Airbus,CRJ900
Landing Gear,Titanium,30,New,South America,Gulfstream,A320
Avionics,Aluminum,34,New,Africa,Gulfstream,G650
Wing,Composite,28,Used,Africa,Gulfstream,737
Avionics,Titanium,8,New,South America,Embraer,CRJ900
Landing Gear,Titanium,27,New,Asia,Bombardier,CRJ900
Fuselage,Titanium,22,New,Africa,Cessna,A320
Fuselage,Titanium,24,Used,North America,Embraer,737
Landing Gear,Titanium,30,New,Australia,Bombardier,737
Engine,Composite,28,New,North America,Bombardier,G650
Landing Gear,Steel,31,New,Asia,Airbus,E175
Fuselage,Composite,17,New,Europe,Embraer,737
Landing Gear,Steel,32,New,South America,Boeing,CRJ900
Avionics,Aluminum,27,Used,Europe,Bombardier,Citation X
Engine,Aluminum,20,Used,Australia,Airbus,Citation X
Avionics,Aluminum,34,New,Africa,Airbus,CRJ900
Landing Gear,Steel,44,Used,Europe,Cessna,A320
Engine,Composite,17,Used,Australia,Embraer,E175
Avionics,Steel,28,New,South America,Cessna,E175
Fuselage,Titanium,13,Used,Africa,Embraer,E175
Landing Gear,Steel,27,New,Africa,Bombardier,CRJ900
Landing Gear,Composite,42,New,Australia,Boeing,Citation X
Wing,Titanium,11,Used,South America,Cessna,737
Fuselage,Aluminum,17,New,Australia,Bombardier,Citation X
Avionics,Aluminum,6,New,Africa,Airbus,737
Engine,Aluminum,37,New,Africa,Airbus,A320
Avionics,Steel,9,New,Africa,Airbus,G650
Wing,Titanium,5,Used,North America,Bombardier,A320
Wing,Titanium,47,New,South America,Embraer,CRJ900
Landing Gear,Titanium,9,Used,Africa,Boeing,CRJ900
Landing Gear,Steel,11,Used,South America,Gulfstream,CRJ900
Fuselage,Aluminum,10,Used,Europe,Embraer,G650
Engine,Titanium,19,New,Australia,Bombardier,737
Landing Gear,Steel,6,New,Australia,Cessna,Citation X
Landing Gear,Composite,19,Used,Africa,Bombardier,CRJ900
Fuselage,Composite,1,Used,Europe,Embraer,CRJ900
Engine,Titanium,15,Used,South America,Embraer,E175
Landing Gear,Aluminum,21,New,Africa,Embraer,A320
Landing Gear,Composite,33,Used,Australia,Airbus,A320
Landing Gear,Titanium,13,Used,Africa,Airbus,A320
Wing,Titanium,41,Used,Australia,Airbus,Citation X
Avionics,Titanium,32,Used,Africa,Bombardier,E175
Avionics,Composite,34,Used,Europe,Boeing,G650
Fuselage,Steel,10,New,Africa,Boeing,737
Fuselage,Aluminum,15,New,South America,Cessna,G650
Landing Gear,Steel,39,Used,Europe,Boeing,E175
Landing Gear,Aluminum,7,New,Europe,Gulfstream,A320
Fuselage,Titanium,41,New,South America,Bombardier,CRJ900
Landing Gear,Steel,2,Used,Asia,Gulfstream,E175
Fuselage,Composite,48,Used,Africa,Embraer,737
Avionics,Titanium,31,New,South America,Embraer,Citation X
Engine,Composite,47,New,Africa,Gulfstream,G650
Wing,Composite,34,New,Europe,Boeing,A320
Avionics,Titanium,33,New,Asia,Boeing,Citation X
Landing Gear,Steel,34,Used,South America,Bombardier,Citation X
Fuselage,Steel,46,New,Europe,Bombardier,737
Landing Gear,Titanium,41,Used,South America,Bombardier,E175
Fuselage,Composite,38,New,Australia,Gulfstream,Citation X
Fuselage,Aluminum,45,New,Europe,Gulfstream,Citation X
Wing,Composite,4,Used,North America,Airbus,A320
Avionics,Titanium,31,New,South America,Bombardier,E175
Engine,Titanium,10,New,Australia,Boeing,737
Engine,Aluminum,8,New,North America,Boeing,CRJ900
Wing,Steel,20,New,Africa,Cessna,A320
Engine,Aluminum,18,Used,North America,Boeing,737
Engine,Titanium,1,New,North America,Boeing,G650
Fuselage,Aluminum,28,Used,South America,Airbus,G650
Engine,Aluminum,8,New,Europe,Boeing,Citation X
Engine,Composite,5,New,South America,Boeing,737
Wing,Steel,28,Used,South America,Cessna,G650
Landing Gear,Steel,17,New,Africa,Boeing,A320
Wing,Titanium,49,Used,North America,Airbus,A320
Avionics,Titanium,33,New,Australia,Boeing,E175
Landing Gear,Steel,46,New,North America,Bombardier,CRJ900
Fuselage,Composite,43,New,North America,Boeing,A320
Wing,Steel,0,Used,Africa,Gulfstream,E175
Avionics,Steel,4,Used,Africa,Boeing,G650
Wing,Aluminum,46,New,Asia,Embraer,A320
Landing Gear,Titanium,37,Used,Europe,Airbus,E175
Landing Gear,Aluminum,3,Used,Asia,Airbus,737
Wing,Steel,46,New,Europe,Gulfstream,737
Fuselage,Aluminum,10,New,North America,Gulfstream,CRJ900
Landing Gear,Steel,3,New,Africa,Cessna,CRJ900
Wing,Titanium,17,Used,North America,Cessna,E175
Fuselage,Titanium,18,Used,Africa,Bombardier,737
Wing,Aluminum,28,New,North America,Cessna,Citation X
Wing,Composite,12,New,Europe,Embraer,G650
Fuselage,Aluminum,48,Used,Africa,Cessna,G650
Engine,Titanium,10,New,South America,Embraer,E175
Landing Gear,Aluminum,25,Used,North America,Bombardier,G650
Wing,Composite,25,New,Europe,Embraer,E175
Wing,Titanium,42,New,Asia,Embraer,E175
Engine,Steel,2,New,Europe,Bombardier,G650
Avionics,Titanium,34,Used,Asia,Gulfstream,CRJ900
Landing Gear,Steel,45,Used,Australia,Airbus,737
Fuselage,Aluminum,28,New,North America,Boeing,G650
Wing,Titanium,33,Used,Asia,Bombardier,737
Engine,Composite,12,Used,Africa,Embraer,CRJ900
Engine,Aluminum,39,New,Australia,Airbus,E175
Wing,Aluminum,42,Used,Asia,Airbus,Citation X
Wing,Titanium,35,New,Asia,Bombardier,Citation X
Landing Gear,Composite,21,New,Africa,Cessna,CRJ900
Wing,Aluminum,23,Used,Australia,Boeing,A320
Engine,Titanium,10,New,North America,Gulfstream,CRJ900
Wing,Composite,41,Used,North America,Gulfstream,Citation X
Avionics,Titanium,14,Used,Europe,Airbus,A320
Fuselage,Composite,41,Used,Europe,Gulfstream,E175
Engine,Composite,19,New,South America,Cessna,737
Engine,Aluminum,11,New,Europe,Airbus,A320
Avionics,Composite,34,New,South America,Bombardier,G650
Engine,Steel,41,Used,South America,Boeing,G650
Wing,Titanium,14,Used,Australia,Airbus,Citation X
Engine,Composite,47,New,Asia,Embraer,E175
Fuselage,Steel,38,New,North America,Embraer,CRJ900
Engine,Aluminum,0,Used,South America,Airbus,G650
Landing Gear,Steel,4,New,North America,Embraer,CRJ900
Avionics,Steel,2,Used,Asia,Bombardier,CRJ900
Wing,Steel,11,Used,Australia,Gulfstream,737
Landing Gear,Aluminum,5,New,South America,Embraer,CRJ900
Engine,Aluminum,47,New,Asia,Airbus,CRJ900
Avionics,Steel,43,Used,North America,Gulfstream,CRJ900
Fuselage,Composite,39,Used,Europe,Gulfstream,Citation X
Wing,Steel,28,Used,Africa,Bombardier,Citation X
Landing Gear,Titanium,2,Used,North America,Cessna,737
Avionics,Steel,10,Used,Europe,Cessna,G650
Engine,Titanium,34,Used,North America,Boeing,E175
Avionics,Titanium,13,New,Africa,Cessna,E175
Engine,Aluminum,23,Used,North America,Cessna,G650
Avionics,Titanium,40,Used,Europe,Boeing,E175
Wing,Titanium,3,New,Australia,Boeing,A320
Landing Gear,Titanium,10,New,Australia,Airbus,Citation X
Engine,Aluminum,10,New,Asia,Cessna,A320
Avionics,Steel,0,Used,South America,Bombardier,E175
Landing Gear,Steel,47,Used,South America,Gulfstream,A320
Fuselage,Composite,11,Used,North America,Embraer,A320
Fuselage,Aluminum,19,Used,Asia,Cessna,Citation X
Engine,Titanium,5,New,South America,Bombardier,G650
Landing Gear,Titanium,33,New,Asia,Bombardier,E175
Landing Gear,Composite,4,New,South America,Boeing,737
Landing Gear,Composite,43,Used,North America,Boeing,A320
Wing,Titanium,19,New,South America,Bombardier,G650
Avionics,Composite,1,Used,Europe,Bombardier,737
Landing Gear,Titanium,11,Used,Africa,Bombardier,CRJ900
Landing Gear,Steel,28,Used,Europe,Cessna,G650
Avionics,Aluminum,34,New,Europe,Gulfstream,737
Engine,Titanium,35,New,Africa,Boeing,G650
Landing Gear,Titanium,30,Used,North America,Embraer,Citation X
Wing,Composite,2,Used,Europe,Boeing,CRJ900
Landing Gear,Steel,25,Used,Australia,Embraer,G650
Landing Gear,Steel,39,New,Africa,Boeing,737
Wing,Titanium,32,New,Asia,Airbus,G650
Fuselage,Composite,30,New,Asia,Airbus,Citation X
Avionics,Composite,26,New,Australia,Gulfstream,Citation X
Engine,Titanium,44,New,Australia,Bombardier,G650
Avionics,Steel,17,New,North America,Cessna,E175
Fuselage,Titanium,31,Used,Asia,Cessna,G650
Avionics,Steel,0,New,Africa,Cessna,CRJ900
Fuselage,Aluminum,9,Used,Asia,Cessna,G650
Fuselage,Composite,7,New,Asia,Airbus,CRJ900
Engine,Steel,44,New,Europe,Cessna,Citation X
Fuselage,Titanium,26,New,North America,Cessna,G650
Engine,Aluminum,15,Used,Africa,Gulfstream,E175
Engine,Aluminum,11,Used,Asia,Airbus,G650
Fuselage,Composite,2,New,Asia,Embraer,737
Landing Gear,Steel,23,New,Africa,Bombardier,G650
Landing Gear,Composite,22,Used,North America,Embraer,737
Fuselage,Aluminum,33,Used,Europe,Airbus,E175
Wing,Composite,25,Used,South America,Bombardier,737
Avionics,Titanium,13,Used,North America,Embraer,737
Avionics,Composite,25,New,North America,Airbus,Citation X
Avionics,Composite,33,Used,Australia,Boeing,G650
Engine,Composite,27,Used,Asia,Airbus,Citation X
Landing Gear,Steel,22,Used,Europe,Bombardier,CRJ900
Wing,Aluminum,25,New,Australia,Boeing,A320
Landing Gear,Steel,32,New,Africa,Airbus,G650
Wing,Composite,26,Used,South America,Airbus,E175
Engine,Steel,31,Used,Europe,Gulfstream,Citation X
Avionics,Steel,5,New,South America,Bombardier,G650
Engine,Titanium,23,New,Europe,Bombardier,737
Engine,Composite,17,Used,Asia,Airbus,A320
Fuselage,Composite,29,Used,Europe,Cessna,A320
Wing,Steel,47,Used,Africa,Boeing,A320
Engine,Steel,22,New,Asia,Boeing,E175
Landing Gear,Composite,31,New,Europe,Bombardier,CRJ900
Avionics,Composite,39,Used,Europe,Gulfstream,737
Landing Gear,Steel,10,Used,South America,Embraer,E175
Landing Gear,Steel,47,Used,Europe,Airbus,Citation X
Wing,Aluminum,38,New,Australia,Boeing,E175
Landing Gear,Titanium,32,Used,South America,Embraer,A320
Landing Gear,Titanium,4,New,North America,Cessna,Citation X
Landing Gear,Composite,15,New,North America,Airbus,G650
Wing,Steel,23,New,South America,Bombardier,G650
Wing,Aluminum,31,New,Australia,Gulfstream,737
Landing Gear,Titanium,25,New,South America,Airbus,G650
Landing Gear,Titanium,22,Used,Asia,Airbus,A320
Avionics,Steel,26,Used,Australia,Boeing,CRJ900
Wing,Composite,14,New,Europe,Cessna,G650
Wing,Composite,44,Used,Europe,Boeing,G650
Engine,Titanium,18,New,Australia,Bombardier,737
Fuselage,Titanium,5,New,Europe,Airbus,CRJ900
Landing Gear,Steel,12,New,Australia,Boeing,E175
Wing,Steel,36,New,Australia,Cessna,737
Engine,Composite,4,Used,North America,Airbus,CRJ900
Wing,Steel,27,New,Europe,Embraer,G650
Landing Gear,Aluminum,29,New,Australia,Embraer,A320
Landing Gear,Aluminum,35,Used,Australia,Cessna,E175
Landing Gear,Titanium,22,New,South America,Airbus,CRJ900
Wing,Composite,36,New,North America,Boeing,E175
Fuselage,Steel,42,Used,Australia,Boeing,A320
Wing,Composite,19,New,Australia,Gulfstream,E175
Wing,Titanium,49,New,Africa,Bombardier,E175
Fuselage,Composite,20,New,Asia,Cessna,CRJ900
Avionics,Titanium,14,Used,Asia,Airbus,G650
Engine,Composite,44,New,Europe,Airbus,Citation X
Wing,Steel,14,Used,North America,Boeing,CRJ900
Landing Gear,Aluminum,43,New,North America,Bombardier,E175
Avionics,Titanium,32,Used,South America,Bombardier,E175
Wing,Steel,7,New,North America,Airbus,A320
Avionics,Titanium,27,New,Asia,Cessna,E175
Landing Gear,Composite,1,New,Africa,Gulfstream,Citation X
Wing,Aluminum,48,New,Asia,Embraer,E175
Engine,Steel,7,Used,South America,Airbus,CRJ900
Landing Gear,Composite,21,Used,Asia,Cessna,Citation X
Wing,Aluminum,9,New,Asia,Gulfstream,G650
Wing,Titanium,29,New,Africa,Gulfstream,Citation X
Avionics,Aluminum,16,New,Europe,Cessna,G650
Avionics,Titanium,19,Used,Australia,Airbus,737
Wing,Titanium,47,New,Asia,Cessna,CRJ900
Wing,Titanium,42,Used,North America,Gulfstream,E175
Landing Gear,Composite,13,Used,Australia,Embraer,737
Landing Gear,Steel,36,New,Africa,Boeing,CRJ900
Engine,Aluminum,46,Used,Africa,Boeing,E175
Landing Gear,Titanium,5,New,North America,Embraer,A320
Wing,Steel,33,Used,Asia,Bombardier,CRJ900
Wing,Steel,6,Used,South America,Embraer,CRJ900
Landing Gear,Steel,34,Used,Australia,Airbus,G650
Avionics,Composite,20,Used,South America,Cessna,G650
Engine,Composite,8,Used,Australia,Embraer,CRJ900
Wing,Aluminum,46,Used,Asia,Airbus,737
Avionics,Steel,36,Used,Asia,Gulfstream,E175
Avionics,Titanium,46,Used,Australia,Boeing,E175
Avionics,Titanium,22,New,South America,Embraer,A320
Wing,Steel,7,New,North America,Cessna,G650
Wing,Aluminum,48,New,Africa,Cessna,E175
Engine,Composite,43,Used,Europe,Gulfstream,737
Landing Gear,Composite,49,Used,Asia,Cessna,A320
Landing Gear,Steel,35,New,Africa,Bombardier,A320
Engine,Steel,35,New,Africa,Bombardier,A320
Avionics,Composite,25,Used,Australia,Gulfstream,E175
Landing Gear,Composite,9,New,Australia,Gulfstream,A320
Landing Gear,Steel,37,New,South America,Airbus,CRJ900
Wing,Aluminum,32,Used,Africa,Bombardier,E175
Fuselage,Composite,46,Used,Australia,Cessna,Citation X
Fuselage,Composite,27,Used,North America,Gulfstream,A320
Fuselage,Aluminum,46,New,Africa,Bombardier,A320
Wing,Aluminum,2,Used,South America,Bombardier,CRJ900
Landing Gear,Titanium,4,Used,Asia,Airbus,CRJ900
Fuselage,Titanium,37,Used,North America,Boeing,E175
Landing Gear,Titanium,0,Used,Europe,Boeing,A320
Fuselage,Steel,14,New,Europe,Boeing,Citation X
Avionics,Aluminum,12,Used,Africa,Cessna,Citation X
Engine,Titanium,48,New,North America,Gulfstream,G650
Engine,Composite,4,New,North America,Gulfstream,CRJ900
Avionics,Composite,43,Used,Australia,Airbus,CRJ900
Wing,Steel,48,New,Africa,Cessna,Citation X
Engine,Aluminum,5,New,Africa,Boeing,G650
Avionics,Composite,29,New,Europe,Gulfstream,737
Fuselage,Aluminum,37,New,South America,Embraer,G650
Avionics,Composite,32,New,North America,Cessna,G650
Fuselage,Composite,28,Used,South America,Boeing,G650
Engine,Steel,47,New,Asia,Gulfstream,A320
Landing Gear,Steel,10,New,South America,Embraer,E175
Landing Gear,Composite,49,Used,Africa,Boeing,G650
Avionics,Aluminum,5,Used,Asia,Cessna,G650
Fuselage,Titanium,0,Used,Europe,Bombardier,737
Wing,Aluminum,22,New,Australia,Cessna,CRJ900
Landing Gear,Composite,8,Used,Australia,Airbus,737
Fuselage,Steel,12,New,South America,Cessna,CRJ900
Fuselage,Steel,7,Used,North America,Gulfstream,Citation X
Wing,Titanium,43,New,Australia,Airbus,737
Landing Gear,Composite,38,New,South America,Cessna,CRJ900
Landing Gear,Aluminum,4,New,Australia,Boeing,737
Landing Gear,Composite,45,Used,Asia,Airbus,Citation X
Landing Gear,Aluminum,9,New,Europe,Cessna,G650
Fuselage,Steel,32,New,Europe,Cessna,737
Fuselage,Composite,0,Used,Europe,Bombardier,Citation X
Engine,Titanium,43,Used,South America,Boeing,A320
Fuselage,Composite,30,Used,Asia,Bombardier,E175
Engine,Titanium,27,New,South America,Embraer,G650
Fuselage,Aluminum,41,New,North America,Cessna,CRJ900
Wing,Titanium,7,New,Australia,Airbus,CRJ900
Engine,Titanium,32,New,North America,Cessna,A320
Fuselage,Titanium,24,New,South America,Gulfstream,CRJ900
Avionics,Aluminum,15,Used,Asia,Embraer,G650
Fuselage,Aluminum,28,Used,North America,Gulfstream,G650
Engine,Composite,15,New,North America,Cessna,CRJ900
Engine,Aluminum,8,Used,North America,Embraer,CRJ900
Landing Gear,Composite,2,New,South America,Gulfstream,G650
Landing Gear,Titanium,2,Used,Australia,Airbus,CRJ900
Wing,Aluminum,24,Used,Asia,Cessna,E175
Engine,Steel,39,New,Asia,Airbus,Citation X
Engine,Composite,15,Used,Europe,Embraer,A320
Landing Gear,Aluminum,7,New,North America,Embraer,CRJ900
Fuselage,Steel,45,Used,South America,Bombardier,G650
Landing Gear,Titanium,29,Used,Asia,Embraer,G650
Engine,Aluminum,34,New,Europe,Cessna,Citation X
Landing Gear,Aluminum,1,Used,South America,Gulfstream,Citation X
Engine,Composite,4,Used,Europe,Bombardier,A320
Wing,Aluminum,34,Used,Africa,Boeing,G650
Landing Gear,Composite,2,Used,Europe,Gulfstream,Citation X
Fuselage,Aluminum,23,New,South America,Boeing,CRJ900
Engine,Aluminum,43,New,Africa,Embraer,E175
Landing Gear,Composite,2,Used,Africa,Boeing,Citation X
Wing,Steel,33,Used,Asia,Gulfstream,G650
Wing,Aluminum,8,Used,Australia,Bombardier,CRJ900
Engine,Aluminum,31,New,Australia,Embraer,G650
Landing Gear,Composite,20,New,Europe,Embraer,Citation X
Wing,Composite,3,Used,South America,Boeing,Citation X
Wing,Steel,2,New,Australia,Gulfstream,Citation X
Landing Gear,Titanium,15,New,Asia,Cessna,E175
Fuselage,Titanium,3,Used,North America,Boeing,737
Wing,Composite,1,New,Africa,Cessna,G650
Avionics,Titanium,16,Used,Australia,Boeing,A320
Fuselage,Aluminum,22,New,Australia,Airbus,737
Landing Gear,Composite,4,Used,Africa,Embraer,737
Landing Gear,Composite,13,New,Asia,Boeing,CRJ900
Fuselage,Aluminum,44,New,Australia,Gulfstream,Citation X
Wing,Aluminum,40,Used,Africa,Cessna,G650
Fuselage,Aluminum,38,Used,North America,Cessna,G650
Engine,Aluminum,34,New,North America,Cessna,737
Wing,Steel,45,New,Asia,Gulfstream,CRJ900
Fuselage,Aluminum,6,New,South America,Bombardier,Citation X
Engine,Aluminum,22,Used,Asia,Boeing,A320
Wing,Aluminum,20,New,Europe,Embraer,CRJ900
Fuselage,Composite,18,New,North America,Gulfstream,CRJ900
Landing Gear,Composite,7,New,Africa,Gulfstream,E175
Landing Gear,Aluminum,24,New,Europe,Bombardier,E175
Landing Gear,Composite,10,Used,Australia,Cessna,A320
Fuselage,Composite,45,Used,Europe,Gulfstream,Citation X
Wing,Titanium,24,Used,South America,Cessna,G650
Engine,Aluminum,2,Used,Africa,Boeing,Citation X
Engine,Titanium,28,New,North America,Bombardier,CRJ900
Fuselage,Aluminum,44,New,Africa,Bombardier,Citation X
Fuselage,Steel,14,Used,Australia,Cessna,E175
Avionics,Composite,33,New,North America,Boeing,CRJ900
Wing,Titanium,15,New,North America,Bombardier,CRJ900
Landing Gear,Steel,40,New,Africa,Embraer,Citation X
Engine,Composite,41,New,Europe,Cessna,E175
Wing,Steel,20,Used,South America,Bombardier,E175
Wing,Aluminum,4,New,Europe,Cessna,Citation X
Avionics,Aluminum,35,New,Asia,Embraer,E175
Fuselage,Aluminum,13,Used,Africa,Embraer,737
Avionics,Composite,32,Used,North America,Embraer,CRJ900
Fuselage,Titanium,6,New,Australia,Embraer,Citation X
Avionics,Aluminum,14,Used,Asia,Gulfstream,A320
Wing,Composite,24,New,North America,Gulfstream,CRJ900
Landing Gear,Titanium,8,New,Europe,Airbus,G650
Engine,Titanium,10,Used,Africa,Bombardier,G650
Fuselage,Titanium,44,Used,South America,Embraer,CRJ900
Landing Gear,Titanium,47,New,Australia,Boeing,CRJ900
Fuselage,Aluminum,9,Used,Europe,Airbus,A320
Wing,Steel,20,Used,Australia,Embraer,CRJ900
Engine,Composite,13,Used,Australia,Boeing,A320
Avionics,Composite,38,New,South America,Boeing,A320
Engine,Steel,23,Used,Australia,Gulfstream,A320
Landing Gear,Composite,36,New,Asia,Gulfstream,CRJ900
Avionics,Aluminum,26,Used,Africa,Cessna,737
Avionics,Titanium,44,Used,Asia,Boeing,CRJ900
Engine,Aluminum,14,New,Australia,Gulfstream,737
Wing,Steel,32,Used,South America,Airbus,E175
Wing,Aluminum,43,New,South America,Boeing,G650
Fuselage,Titanium,3,Used,North America,Boeing,Citation X
Landing Gear,Titanium,23,New,North America,Cessna,E175
Landing Gear,Steel,28,Used,Asia,Embraer,A320
Engine,Composite,48,New,Asia,Cessna,Citation X
Fuselage,Aluminum,31,New,Australia,Cessna,CRJ900
Fuselage,Steel,22,New,South America,Bombardier,E175
Fuselage,Titanium,49,New,North America,Airbus,A320
Fuselage,Steel,1,New,Asia,Boeing,Citation X
Engine,Steel,39,Used,Africa,Airbus,G650
Wing,Aluminum,36,Used,Europe,Airbus,A320
Avionics,Titanium,17,New,South America,Boeing,737
Avionics,Composite,31,Used,Asia,Bombardier,G650
Fuselage,Composite,31,Used,Europe,Boeing,CRJ900
Fuselage,Steel,25,New,Asia,Airbus,Citation X
Fuselage,Titanium,0,New,Asia,Embraer,G650
Wing,Composite,26,Used,Asia,Boeing,E175
Engine,Aluminum,3,New,Africa,Embraer,G650
Fuselage,Composite,22,Used,Europe,Cessna,Citation X
Avionics,Titanium,27,New,Europe,Boeing,Citation X
Avionics,Titanium,45,New,North America,Gulfstream,A320
Wing,Steel,21,Used,Africa,Embraer,737
Fuselage,Steel,10,New,North America,Embraer,CRJ900
Engine,Aluminum,32,New,North America,Boeing,CRJ900
Engine,Titanium,14,New,Australia,Bombardier,737
Fuselage,Aluminum,15,New,Asia,Embraer,737
Wing,Aluminum,48,Used,Asia,Gulfstream,737
Avionics,Steel,29,Used,South America,Airbus,E175
Landing Gear,Aluminum,27,Used,Europe,Bombardier,737
Wing,Composite,12,Used,Australia,Gulfstream,G650
Avionics,Steel,46,Used,North America,Gulfstream,E175
Avionics,Steel,2,Used,Australia,Gulfstream,G650
Wing,Composite,27,New,Australia,Boeing,A320
Avionics,Composite,12,New,Asia,Gulfstream,CRJ900
Engine,Titanium,9,Used,Africa,Airbus,737
Avionics,Titanium,25,Used,Africa,Bombardier,E175
Wing,Steel,41,New,Asia,Airbus,Citation X
Wing,Titanium,9,New,Australia,Bombardier,E175
Fuselage,Composite,26,Used,North America,Cessna,Citation X
Landing Gear,Aluminum,2,Used,Australia,Airbus,Citation X
Landing Gear,Steel,3,Used,Europe,Boeing,E175
Fuselage,Steel,0,New,South America,Embraer,G650
Avionics,Composite,13,Used,Asia,Gulfstream,E175
Landing Gear,Composite,7,Used,South America,Cessna,CRJ900
Wing,Composite,30,Used,Europe,Cessna,CRJ900
Avionics,Steel,46,New,North America,Airbus,Citation X
Landing Gear,Titanium,14,Used,Asia,Embraer,A320
Landing Gear,Steel,20,New,Africa,Embraer,CRJ900
Engine,Aluminum,10,New,Australia,Boeing,737
Wing,Steel,40,Used,Australia,Bombardier,A320
Fuselage,Aluminum,35,New,South America,Cessna,A320
Fuselage,Steel,6,New,North America,Bombardier,G650
Landing Gear,Steel,25,Used,Africa,Gulfstream,G650
Wing,Aluminum,21,Used,Europe,Airbus,737
Wing,Titanium,2,New,Europe,Embraer,E175
Engine,Aluminum,8,New,Africa,Boeing,E175
Engine,Aluminum,49,New,South America,Cessna,A320
Engine,Titanium,33,Used,Australia,Bombardier,G650
Landing Gear,Steel,49,New,Australia,Cessna,A320
Engine,Composite,31,New,Africa,Airbus,G650
Wing,Steel,28,Used,Australia,Gulfstream,E175
Wing,Aluminum,34,New,South America,Airbus,CRJ900
Wing,Titanium,37,Used,Australia,Embraer,Citation X
Fuselage,Composite,45,Used,South America,Boeing,G650
Engine,Composite,3,Used,North America,Bombardier,Citation X
Wing,Steel,11,Used,South America,Cessna,G650
Engine,Steel,29,New,Asia,Airbus,A320
Wing,Titanium,22,Used,North America,Gulfstream,G650
Avionics,Composite,32,New,North America,Bombardier,CRJ900
Avionics,Steel,20,New,South America,Airbus,737
Wing,Aluminum,2,Used,Australia,Cessna,A320
Avionics,Titanium,13,Used,South America,Airbus,G650
Fuselage,Titanium,19,New,Africa,Boeing,G650
Avionics,Steel,18,Used,Australia,Bombardier,Citation X
Avionics,Titanium,13,Used,North America,Bombardier,737
Avionics,Composite,35,New,Asia,Airbus,737
Avionics,Aluminum,42,Used,Africa,Airbus,G650
Avionics,Titanium,42,Used,Australia,Boeing,G650
Wing,Steel,35,New,Africa,Cessna,G650
Engine,Composite,38,Used,South America,Cessna,Citation X
Avionics,Aluminum,29,Used,Australia,Embraer,G650
Wing,Titanium,8,New,South America,Cessna,737
Landing Gear,Steel,12,New,South America,Bombardier,A320
Engine,Titanium,47,New,South America,Cessna,G650
Landing Gear,Titanium,39,Used,Europe,Gulfstream,Citation X
Engine,Titanium,43,New,Africa,Airbus,Citation X
Avionics,Composite,43,Used,Europe,Bombardier,Citation X
Landing Gear,Aluminum,27,Used,Australia,Gulfstream,E175
Landing Gear,Composite,48,Used,South America,Gulfstream,G650
Avionics,Aluminum,36,Used,South America,Boeing,E175
Avionics,Aluminum,35,New,Europe,Airbus,737
Wing,Composite,28,Used,South America,Embraer,A320
Wing,Steel,8,New,Australia,Embraer,A320
Landing Gear,Aluminum,28,New,Africa,Gulfstream,G650
Landing Gear,Steel,46,New,Africa,Boeing,E175
Engine,Titanium,23,New,Australia,Cessna,737
Landing Gear,Steel,23,New,Europe,Embraer,Citation X
Landing Gear,Composite,19,New,Asia,Embraer,737
Landing Gear,Steel,38,New,South America,Bombardier,CRJ900
Wing,Aluminum,22,Used,Africa,Bombardier,737
Wing,Composite,16,Used,Africa,Cessna,CRJ900
Avionics,Steel,21,Used,Europe,Boeing,E175
